circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,MIYAPUR HV,NON-DOMESTIC AND COMMERCIAL,2,663,409.0,1014233,11433.91
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,CHANDA NAGAR(SOUTH),NON-DOMESTIC AND COMMERCIAL,2,308,282.0,63341,684.4
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,CHANDANAGAR MAIN ROAD,NON-DOMESTIC AND COMMERCIAL,2,184,175.0,49436,445.45
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,CHANDANAGAR_MAIN ROAD,NON-DOMESTIC AND COMMERCIAL,2,680,647.0,132493,1461.38
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,CT METERS,NON-DOMESTIC AND COMMERCIAL,2,241,230.0,678442,7116.69
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,ENGINEERING ENCLAVE,NON-DOMESTIC AND COMMERCIAL,2,263,243.0,65839,779.2
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,GANGARAM,NON-DOMESTIC AND COMMERCIAL,2,376,330.0,101452,926.69
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,HUDA COLONY,NON-DOMESTIC AND COMMERCIAL,2,258,220.0,45021,617.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SAI REDDY GUDA,NON-DOMESTIC AND COMMERCIAL,2,8,4.0,129,11.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SANKYPALLY GUDA,NON-DOMESTIC AND COMMERCIAL,2,22,21.0,9664,73.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SARDAR NAGAR,NON-DOMESTIC AND COMMERCIAL,2,155,118.0,8431,209.04
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SEETHARAM POOR,NON-DOMESTIC AND COMMERCIAL,2,10,10.0,3864,26.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SHABAD,NON-DOMESTIC AND COMMERCIAL,2,401,346.0,49430,766.3
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,OLD MOINABAD,NON-DOMESTIC AND COMMERCIAL,2,33,33.0,5619,51.77
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,SAJJAN PALLY,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,429,59.0
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,SAJJANPELLY,NON-DOMESTIC AND COMMERCIAL,2,45,41.0,5855,159.24
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,SREE RAM NAGAR,NON-DOMESTIC AND COMMERCIAL,2,179,164.0,48017,718.33
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,SREERAM NAGAR,NON-DOMESTIC AND COMMERCIAL,2,6,5.0,5194,182.0
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,SURANGAL,NON-DOMESTIC AND COMMERCIAL,2,371,336.0,71412,1798.74
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,OLD HAFEEZPET SAI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,80,78.0,26201,186.48
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,PRAJAY CITY,NON-DOMESTIC AND COMMERCIAL,2,25,20.0,1926,57.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,RAILWAY STATION HAFEEZPET,NON-DOMESTIC AND COMMERCIAL,2,154,133.0,29731,301.18
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,SAI RAM COLONY,NON-DOMESTIC AND COMMERCIAL,2,46,43.0,17446,153.65
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,SCB NAGAR,NON-DOMESTIC AND COMMERCIAL,2,167,144.0,70278,446.48
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,SMR,NON-DOMESTIC AND COMMERCIAL,2,16,12.0,6275,112.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,SMR-A,NON-DOMESTIC AND COMMERCIAL,2,5,5.0,1870,19.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,SRILA BUILDERS,NON-DOMESTIC AND COMMERCIAL,2,33,32.0,9921,177.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,STREETLIGHT,NON-DOMESTIC AND COMMERCIAL,2,11,10.0,5251,38.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,VISWAMBHARA,NON-DOMESTIC AND COMMERCIAL,2,95,86.0,16930,288.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,HUDA TRADE CENTRE ,NON-DOMESTIC AND COMMERCIAL,2,266,215.0,41341,737.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,LINGAMPALLY HV,NON-DOMESTIC AND COMMERCIAL,2,7,7.0,7110,77.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,LINGAMPALLY VILLAGE,NON-DOMESTIC AND COMMERCIAL,2,8,8.0,1005,19.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,OLD LINGAMPALLY,NON-DOMESTIC AND COMMERCIAL,2,134,117.0,24837,320.88
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,PAPI REDDY NAGAR,NON-DOMESTIC AND COMMERCIAL,2,159,139.0,25011,342.2
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,PAPIREDDY NAGAR,NON-DOMESTIC AND COMMERCIAL,2,48,41.0,12348,93.24
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,PAPIREDDY NAGAR4,NON-DOMESTIC AND COMMERCIAL,2,124,118.0,21313,213.84
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,PWS TARANAGAR,NON-DOMESTIC AND COMMERCIAL,2,16,16.0,2686,200.23
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,TALLAPALLY,NON-DOMESTIC AND COMMERCIAL,2,37,31.0,12382,129.49
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,TIMMA REDDY GUDA,NON-DOMESTIC AND COMMERCIAL,2,4,4.0,979,10.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,TIRMALA POOR,NON-DOMESTIC AND COMMERCIAL,2,8,6.0,81,10.48
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,VENKAMMA GUDA,NON-DOMESTIC AND COMMERCIAL,2,12,12.0,422,15.6
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,YENKAMMA GUDAA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,31,5.0
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,ALKAPUR,NON-DOMESTIC AND COMMERCIAL,2,354,319.0,166442,2016.75
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,THOLKATTA,NON-DOMESTIC AND COMMERCIAL,2,274,263.0,68420,1312.64
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,VENKATA PUR,NON-DOMESTIC AND COMMERCIAL,2,2,1.0,0,59.0
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,VENKATAPUR,NON-DOMESTIC AND COMMERCIAL,2,69,55.0,13892,222.6
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,YENKA PALLY,NON-DOMESTIC AND COMMERCIAL,2,33,26.0,31256,1056.9
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,YENKAPALLY,NON-DOMESTIC AND COMMERCIAL,2,311,288.0,62983,1305.06
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,DONTHAN PALLLY,NON-DOMESTIC AND COMMERCIAL,2,182,167.0,65648,732.4
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,VISWAMBHARA HV,NON-DOMESTIC AND COMMERCIAL,2,12,12.0,29658,210.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,BHAGATH SINGH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,73,64.0,19651,212.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,"DR.CLNY-II,S.S.CLNY,NRSA CLNY",NON-DOMESTIC AND COMMERCIAL,2,391,318.0,108373,1439.96
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,GOKUL PLOTS,NON-DOMESTIC AND COMMERCIAL,2,378,325.0,173630,1908.99
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,GOPAL NAGAR-2,NON-DOMESTIC AND COMMERCIAL,2,98,95.0,50945,564.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,GOPALA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,336,327.0,105356,1249.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,JNTU REGISTER,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,812,5.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,MEADOW LANDS,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,551,5.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,P.W.S CAT 6B,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,166,3.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,RAJEEV SWAGRUHA,NON-DOMESTIC AND COMMERCIAL,2,6,6.0,1389,21.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,RAJIV GRUHA KALPA,NON-DOMESTIC AND COMMERCIAL,2,33,30.0,3634,50.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,RGK BLOCKS,NON-DOMESTIC AND COMMERCIAL,2,14,14.0,1419,18.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,SHANTI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,176,151.0,36035,314.16
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,SHIVAJI NAGAR_POCHAMMA TEMPLE,NON-DOMESTIC AND COMMERCIAL,2,169,149.0,30630,447.36
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,STREETLIGHTS,NON-DOMESTIC AND COMMERCIAL,2,4,4.0,666,21.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,SUDARSHAN NAGAR HV NON CT,NON-DOMESTIC AND COMMERCIAL,2,97,67.0,126825,1248.46
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,SUDHARSAN NAGAR,NON-DOMESTIC AND COMMERCIAL,2,226,206.0,83952,946.5
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,SURABI COLONY,NON-DOMESTIC AND COMMERCIAL,2,35,32.0,6388,74.6
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,ANJALI GARDEN,NON-DOMESTIC AND COMMERCIAL,2,208,193.0,55921,845.72
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,GOLDEN TEMPLE,NON-DOMESTIC AND COMMERCIAL,2,165,165.0,50221,617.24
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,GP MANIKONDA,NON-DOMESTIC AND COMMERCIAL,2,4,4.0,1678,16.0
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,GP PUPPALGUDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,88,5.0
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,HANUMAN NAGAR,NON-DOMESTIC AND COMMERCIAL,2,264,248.0,116057,1359.4
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,LAKSHMI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,396,388.0,235476,2464.24
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,LALAMMA GARDEN,NON-DOMESTIC AND COMMERCIAL,2,580,548.0,180573,1949.46
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,MANIKONDA,NON-DOMESTIC AND COMMERCIAL,2,361,294.0,498617,4984.5
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,DONTHAN PALLY,NON-DOMESTIC AND COMMERCIAL,2,26,24.0,36022,776.0
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,GOPULARAM,NON-DOMESTIC AND COMMERCIAL,2,54,51.0,6428,319.2
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,INDRAREDDY NAGAR - I,NON-DOMESTIC AND COMMERCIAL,2,20,19.0,2871,27.44
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,INDRAREDDY NAGAR - II,NON-DOMESTIC AND COMMERCIAL,2,92,92.0,18838,131.88
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,JANWADA,NON-DOMESTIC AND COMMERCIAL,2,482,439.0,245279,4115.07
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,KHANAPUR,NON-DOMESTIC AND COMMERCIAL,2,334,290.0,226894,1983.3
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,MAHARAJ PET,NON-DOMESTIC AND COMMERCIAL,2,73,64.0,15209,248.02
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,TARA NAGAR HV,NON-DOMESTIC AND COMMERCIAL,2,10,10.0,8560,159.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,TARANAGAR,NON-DOMESTIC AND COMMERCIAL,2,188,162.0,22189,365.16
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,TARANAGAR GOVT,NON-DOMESTIC AND COMMERCIAL,2,15,3.0,8691,558.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,TARANAGAR VEG.MARKET,NON-DOMESTIC AND COMMERCIAL,2,298,287.0,35884,459.02
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,TARANAGAR-2,NON-DOMESTIC AND COMMERCIAL,2,556,551.0,76525,961.82
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,VENKATDRI NAGAR COLONY,NON-DOMESTIC AND COMMERCIAL,2,96,77.0,13026,182.64
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,ALLAWADA,NON-DOMESTIC AND COMMERCIAL,2,42,39.0,5767,106.8
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,ALOOR,NON-DOMESTIC AND COMMERCIAL,2,220,192.0,46643,884.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,ANTHA RAM (A),NON-DOMESTIC AND COMMERCIAL,2,39,34.0,11297,168.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,BESTEPOR,NON-DOMESTIC AND COMMERCIAL,2,16,12.0,836,38.08
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,CHENEVELLY,NON-DOMESTIC AND COMMERCIAL,2,34,28.0,5888,64.76
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,CHEVELLA,NON-DOMESTIC AND COMMERCIAL,2,1704,1525.0,303305,4383.95
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,MKD GARDEN& WS COLONY,NON-DOMESTIC AND COMMERCIAL,2,268,256.0,76759,900.72
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,P P VILLAGE&OUTER RING ROAD,NON-DOMESTIC AND COMMERCIAL,2,238,217.0,95141,950.7
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PANCHAVATI COLONY,NON-DOMESTIC AND COMMERCIAL,2,248,223.0,99686,1169.6
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,POKALWADA,NON-DOMESTIC AND COMMERCIAL,2,229,209.0,154189,1432.24
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PUPPAL GUDA,NON-DOMESTIC AND COMMERCIAL,2,236,201.0,107381,1223.0
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PUPPAL GUDA-I,NON-DOMESTIC AND COMMERCIAL,2,88,61.0,19375,344.0
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,MIRZA GUDA,NON-DOMESTIC AND COMMERCIAL,2,142,126.0,64699,704.14
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,MIRZAGUDA,NON-DOMESTIC AND COMMERCIAL,2,12,11.0,48714,458.0
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,MIYAKHAN GUDA,NON-DOMESTIC AND COMMERCIAL,2,103,97.0,58533,496.52
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,MOKILA,NON-DOMESTIC AND COMMERCIAL,2,54,49.0,83461,1516.4
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,MOKILA THANDA,NON-DOMESTIC AND COMMERCIAL,2,87,83.0,22262,224.28
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,MOKILA VILLAGE,NON-DOMESTIC AND COMMERCIAL,2,509,482.0,149834,1851.32
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,MOKILA VILLAS,NON-DOMESTIC AND COMMERCIAL,2,47,47.0,10680,217.6
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,CHINNARAVULAPALLY,NON-DOMESTIC AND COMMERCIAL,2,15,13.0,2462,70.48
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,D ERRAVELLY,NON-DOMESTIC AND COMMERCIAL,2,72,65.0,20743,420.92
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,DAMARU GIDDA,NON-DOMESTIC AND COMMERCIAL,2,84,71.0,21008,602.38
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,DEVARAMPALLY,NON-DOMESTIC AND COMMERCIAL,2,7,6.0,1261,22.24
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,DHARMA SAGAR,NON-DOMESTIC AND COMMERCIAL,2,14,12.0,396,15.54
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,DUDYAGU,NON-DOMESTIC AND COMMERCIAL,2,5,3.0,0,7.24
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PUPPALGUDA,NON-DOMESTIC AND COMMERCIAL,2,148,125.0,288548,3430.11
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PUPPALGUDA-CT,NON-DOMESTIC AND COMMERCIAL,2,192,181.0,578339,6110.84
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,SAI LAKSHMI COLONEY,NON-DOMESTIC AND COMMERCIAL,2,78,75.0,29808,371.0
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,SECRETARIAT COLONY,NON-DOMESTIC AND COMMERCIAL,2,423,361.0,117889,1529.24
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,SHIVALAYAM,NON-DOMESTIC AND COMMERCIAL,2,417,417.0,152072,1645.2
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,TULJARAM TEMPLE ALKAPUR,NON-DOMESTIC AND COMMERCIAL,2,291,276.0,87004,1352.02
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,VINYAKNAGAR,NON-DOMESTIC AND COMMERCIAL,2,350,337.0,187261,2584.8
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,PILLIGUNDLA,NON-DOMESTIC AND COMMERCIAL,2,40,39.0,18433,224.64
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,PODDATUR,NON-DOMESTIC AND COMMERCIAL,2,184,162.0,54940,794.56
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,TANGATOOR,NON-DOMESTIC AND COMMERCIAL,2,122,113.0,18849,487.7
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,YEL VARTHI,NON-DOMESTIC AND COMMERCIAL,2,5,5.0,3307,135.0
CYBERCITY,IBRAHIMBAGH,MOKILA,MOKILA,YELVARTHY,NON-DOMESTIC AND COMMERCIAL,2,54,46.0,5756,109.98
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,2BHK SHANKARPALLY,NON-DOMESTIC AND COMMERCIAL,2,73,73.0,7885,251.0
GADWAL,GADWAL,IEEZA,IEEZA,KESHARAM,NON-DOMESTIC AND COMMERCIAL,2,13,13.0,634,14.0
GADWAL,GADWAL,IEEZA,IEEZA,KISTAPUR,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,247,2.0
GADWAL,GADWAL,IEEZA,IEEZA,KOTHAPALLY,NON-DOMESTIC AND COMMERCIAL,2,8,7.0,1842,13.0
GADWAL,GADWAL,IEEZA,IEEZA,KUDUKNOOR,NON-DOMESTIC AND COMMERCIAL,2,5,4.0,94,5.0
GADWAL,GADWAL,IEEZA,IEEZA,M.R.O OFFICE ROAD,NON-DOMESTIC AND COMMERCIAL,2,277,264.0,11803,281.86
GADWAL,GADWAL,IEEZA,IEEZA,MADHAV TALKIES,NON-DOMESTIC AND COMMERCIAL,2,250,243.0,16496,225.81
GADWAL,GADWAL,IEEZA,IEEZA,MEDIKONDA,NON-DOMESTIC AND COMMERCIAL,2,63,55.0,8236,93.18
GADWAL,GADWAL,IEEZA,IEEZA,MUGAVANIPALLY,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,2059,12.0
GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),GOPALDINNE,NON-DOMESTIC AND COMMERCIAL,2,7,5.0,3157,17.66
GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),ITIKYAL,NON-DOMESTIC AND COMMERCIAL,2,96,85.0,15884,184.04
GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),JINKAL PALLY,NON-DOMESTIC AND COMMERCIAL,2,81,73.0,10156,96.12
GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),JINKALAPALLY,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,3272,25.0
GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),KODANDAPOOR,NON-DOMESTIC AND COMMERCIAL,2,6,2.0,1379,44.18
GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),KODANDAPUR,NON-DOMESTIC AND COMMERCIAL,2,68,53.0,4278,64.69
GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),KONDAIR,NON-DOMESTIC AND COMMERCIAL,2,133,115.0,10644,332.75
GADWAL,GADWAL,GADWAL,DHAROOR,PARCHERLA,NON-DOMESTIC AND COMMERCIAL,2,15,15.0,3443,39.24
GADWAL,GADWAL,GADWAL,DHAROOR,PEDDAPAD,NON-DOMESTIC AND COMMERCIAL,2,9,8.0,416,13.0
GADWAL,GADWAL,GADWAL,DHAROOR,R&R NAGARDODDI,NON-DOMESTIC AND COMMERCIAL,2,2,,0,2.0
GADWAL,GADWAL,GADWAL,DHAROOR,RAYALAM PAD,NON-DOMESTIC AND COMMERCIAL,2,20,20.0,772,24.0
GADWAL,GADWAL,GADWAL,DHAROOR,RAYALAMPADU,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,86,56.0
GADWAL,GADWAL,GADWAL,DHAROOR,REVULA PALLY,NON-DOMESTIC AND COMMERCIAL,2,45,36.0,1375,36.3
GADWAL,GADWAL,GADWAL,DHAROOR,REVULAPALLY,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,1440,12.6
GADWAL,GADWAL,GADWAL,DHAROOR,SOMPURAM,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,9,1.0
GADWAL,GADWAL,GADWAL,DHAROOR,UPPAIR,NON-DOMESTIC AND COMMERCIAL,2,65,58.0,8690,144.7
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),PERMAL,NON-DOMESTIC AND COMMERCIAL,2,11,11.0,1332,19.24
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),PUDOOR,NON-DOMESTIC AND COMMERCIAL,2,62,60.0,4199,71.86
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),PUDUR,NON-DOMESTIC AND COMMERCIAL,2,10,7.0,5766,107.06
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),PUTAN PALLY,NON-DOMESTIC AND COMMERCIAL,2,6,6.0,612,6.74
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),PUTANPALLY,NON-DOMESTIC AND COMMERCIAL,2,4,4.0,2003,58.0
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),REKULAMPALLY,NON-DOMESTIC AND COMMERCIAL,2,7,7.0,133,9.36
GADWAL,GADWAL,GADWAL,GADWAL(RURAL),REPALLY,NON-DOMESTIC AND COMMERCIAL,2,8,7.0,313,11.0
GADWAL,GADWAL,IEEZA,IEEZA,NEAR NARSAPPA TEMPLE,NON-DOMESTIC AND COMMERCIAL,2,285,269.0,23505,321.64
GADWAL,GADWAL,IEEZA,IEEZA,NEW BUS STAND,NON-DOMESTIC AND COMMERCIAL,2,686,626.0,36544,599.81
GADWAL,GADWAL,IEEZA,IEEZA,NEW KURVAPALLY,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,191,3.0
GADWAL,GADWAL,IEEZA,IEEZA,NOUROJI CAMP,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,168,3.0
GADWAL,GADWAL,IEEZA,IEEZA,PARDIPOOR,NON-DOMESTIC AND COMMERCIAL,2,20,18.0,2090,25.38
GADWAL,GADWAL,IEEZA,IEEZA,PARDIPUR,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,1443,55.0
GADWAL,GADWAL,IEEZA,IEEZA,PULLIKAL,NON-DOMESTIC AND COMMERCIAL,2,74,66.0,10655,98.54
GADWAL,GADWAL,IEEZA,IEEZA,RAJAPUR,NON-DOMESTIC AND COMMERCIAL,2,8,8.0,363,10.18
GADWAL,GADWAL,IEEZA,IEEZA,SANKAPOOR,NON-DOMESTIC AND COMMERCIAL,2,15,12.0,540,19.24
GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),KONDAPET,NON-DOMESTIC AND COMMERCIAL,2,6,6.0,985,10.0
GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),KOTHADEVARAPALLY,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,23,1.22
GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),MOGAL RAVAL CHERU,NON-DOMESTIC AND COMMERCIAL,2,4,4.0,94,3.24
GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),MOGHAL REVAL CHERVU,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,3750,30.0
